year,zipcode,total_crimes,borough,offense_group,population,crimes_per_100k_borough_residents
2022,10455,2044,Bronx,Property Crimes,42781,4777.82193029616
2022,10455,295,Bronx,Public Order Crimes,42781,689.558448844113
2022,10455,147,Bronx,Vehicle & Traffic Offenses,42781,343.610481288422
2022,10455,608,Bronx,Violent Crimes,42781,1421.19165049905
2022,10455,73,Bronx,Weapons Offenses,42781,170.636497510577
2022,10455,179,Bronx,White-Collar Crimes,42781,418.410041841004
2022,10456,104,Bronx,Drug & Alcohol Crimes,90314,115.153796753549
2022,10456,236,Bronx,Other Offenses,90314,261.310538786899
2022,10456,2541,Bronx,Personal Crimes,90314,2813.51728414199
2022,10456,2206,Bronx,Property Crimes,90314,2442.58918883008
2022,10456,521,Bronx,Public Order Crimes,90314,576.876231813451
2022,10456,155,Bronx,Vehicle & Traffic Offenses,90314,171.623447084616
2022,10456,1002,Bronx,Violent Crimes,90314,1109.46254179861
2022,10456,136,Bronx,Weapons Offenses,90314,150.585734216179
2022,10456,139,Bronx,White-Collar Crimes,90314,153.907478353301
2022,10457,323,Bronx,Drug & Alcohol Crimes,79443,406.580818951953
2022,10457,2,Bronx,Family & Children Offenses,79443,2.51752829072417
2022,10457,189,Bronx,Other Offenses,79443,237.906423473434
2022,10457,2424,Bronx,Personal Crimes,79443,3051.24428835769
2022,10457,2421,Bronx,Property Crimes,79443,3047.4679959216
2022,10457,438,Bronx,Public Order Crimes,79443,551.338695668593
2022,10457,204,Bronx,Sex Crimes,79443,256.787885653865
2022,10457,302,Bronx,Vehicle & Traffic Offenses,79443,380.146771899349
2022,10457,961,Bronx,Violent Crimes,79443,1209.67234369296
2022,10457,172,Bronx,Weapons Offenses,79443,216.507433002278
2022,10457,278,Bronx,White-Collar Crimes,79443,349.936432410659
2022,10458,189,Bronx,Drug & Alcohol Crimes,86757,217.849856495729
2022,10458,2,Bronx,Family & Children Offenses,86757,2.3052894867273
2022,10458,160,Bronx,Other Offenses,86757,184.423158938184
2022,10458,1563,Bronx,Personal Crimes,86757,1801.58373387738
2022,10458,2831,Bronx,Property Crimes,86757,3263.13726846249
2022,10458,354,Bronx,Public Order Crimes,86757,408.036239150731
2022,10458,142,Bronx,Vehicle & Traffic Offenses,86757,163.675553557638
2022,10458,664,Bronx,Violent Crimes,86757,765.356109593462
2022,10458,84,Bronx,Weapons Offenses,86757,96.8221584425464
2022,10458,139,Bronx,White-Collar Crimes,86757,160.217619327547
2022,10459,87,Bronx,Drug & Alcohol Crimes,51303,169.580726273317
2022,10459,2,Bronx,Family & Children Offenses,51303,3.89840750053603
2022,10459,110,Bronx,Other Offenses,51303,214.412412529482
2022,10459,1712,Bronx,Personal Crimes,51303,3337.03682045884
2022,10459,1765,Bronx,Property Crimes,51303,3440.34461922305
2022,10459,299,Bronx,Public Order Crimes,51303,582.811921330137
2022,10459,151,Bronx,Sex Crimes,51303,294.32976629047
2022,10459,129,Bronx,Vehicle & Traffic Offenses,51303,251.447283784574
2022,10459,685,Bronx,Violent Crimes,51303,1335.20456893359
2022,10459,85,Bronx,Weapons Offenses,51303,165.682318772781
2022,10459,117,Bronx,White-Collar Crimes,51303,228.056838781358
2022,10460,95,Bronx,Drug & Alcohol Crimes,59979,158.388769402624
2022,10460,1,Bronx,Family & Children Offenses,59979,1.66725020423815
2022,10460,139,Bronx,Other Offenses,59979,231.747778389103
2022,10460,1785,Bronx,Personal Crimes,59979,2976.0416145651
2022,10460,1964,Bronx,Property Crimes,59979,3274.47940112373
2022,10460,355,Bronx,Public Order Crimes,59979,591.873822504543
2022,10460,129,Bronx,Vehicle & Traffic Offenses,59979,215.075276346721
2022,10460,719,Bronx,Violent Crimes,59979,1198.75289684723
2022,10460,113,Bronx,Weapons Offenses,59979,188.399273078911
2022,10460,115,Bronx,White-Collar Crimes,59979,191.733773487387
2022,10461,45,Bronx,Drug & Alcohol Crimes,52756,85.298354689514
2022,10461,84,Bronx,Other Offenses,52756,159.223595420426
2022,10461,930,Bronx,Personal Crimes,52756,1762.83266358329
2022,10461,1474,Bronx,Property Crimes,52756,2793.99499582986
2022,10461,183,Bronx,Public Order Crimes,52756,346.879975737357
2022,10461,98,Bronx,Sex Crimes,52756,185.76086132383
2022,10461,125,Bronx,Vehicle & Traffic Offenses,52756,236.939874137539
2022,10461,327,Bronx,Violent Crimes,52756,619.834710743802
2022,10461,41,Bronx,Weapons Offenses,52756,77.7162787171127
2022,10461,74,Bronx,White-Collar Crimes,52756,140.268405489423
2022,10462,30,Bronx,Drug & Alcohol Crimes,78470,38.2311711482095
2022,10462,102,Bronx,Other Offenses,78470,129.985981903912
2022,10462,1138,Bronx,Personal Crimes,78470,1450.23575888875
2022,10462,1720,Bronx,Property Crimes,78470,2191.92047916401
2022,10462,193,Bronx,Public Order Crimes,78470,245.953867720148
2022,10462,4,Bronx,Sex Crimes,78470,5.09748948642793
2022,10462,130,Bronx,Vehicle & Traffic Offenses,78470,165.668408308908
2022,10462,420,Bronx,Violent Crimes,78470,535.236396074933
2022,10462,48,Bronx,Weapons Offenses,78470,61.1698738371352
2022,10462,101,Bronx,White-Collar Crimes,78470,128.711609532305
2022,10463,47,Bronx,Drug & Alcohol Crimes,73256,64.1585672163372
2022,10463,90,Bronx,Other Offenses,73256,122.856830839795
2022,10463,953,Bronx,Personal Crimes,73256,1300.9173310036
2022,10463,1995,Bronx,Property Crimes,73256,2723.32641694878
2022,10463,213,Bronx,Public Order Crimes,73256,290.761166320847
2022,10463,43,Bronx,Sex Crimes,73256,58.6982636234575
2022,10463,91,Bronx,Vehicle & Traffic Offenses,73256,124.221906738015
2022,10463,287,Bronx,Violent Crimes,73256,391.776782789123
2022,10463,30,Bronx,Weapons Offenses,73256,40.9522769465982
2022,10463,118,Bronx,White-Collar Crimes,73256,161.078955989953
2022,10464,11,Bronx,Drug & Alcohol Crimes,4417,249.037808467285
2022,10464,10,Bronx,Other Offenses,4417,226.398007697532
2022,10464,57,Bronx,Personal Crimes,4417,1290.46864387593
2022,10464,63,Bronx,Property Crimes,4417,1426.30744849445
2022,10464,9,Bronx,Public Order Crimes,4417,203.758206927779
2022,10464,11,Bronx,Vehicle & Traffic Offenses,4417,249.037808467285
2022,10464,23,Bronx,Violent Crimes,4417,520.715417704324
2022,10464,5,Bronx,White-Collar Crimes,4417,113.199003848766
2022,10465,1,Bronx,,46205,2.16426793637052
2022,10465,41,Bronx,Drug & Alcohol Crimes,46205,88.7349853911914
2022,10465,1,Bronx,Family & Children Offenses,46205,2.16426793637052
2022,10465,48,Bronx,Other Offenses,46205,103.884860945785
2022,10465,676,Bronx,Personal Crimes,46205,1463.04512498647
2022,10465,1136,Bronx,Property Crimes,46205,2458.60837571691
2022,10465,162,Bronx,Public Order Crimes,46205,350.611405692025
2022,10465,67,Bronx,Sex Crimes,46205,145.005951736825
2022,10465,96,Bronx,Vehicle & Traffic Offenses,46205,207.76972189157
2022,10465,154,Bronx,Violent Crimes,46205,333.29726220106
2022,10465,21,Bronx,Weapons Offenses,46205,45.449626663781
2022,10465,49,Bronx,White-Collar Crimes,46205,106.049128882156
2022,10466,51,Bronx,Drug & Alcohol Crimes,75767,67.3116264336717
2022,10466,151,Bronx,Other Offenses,75767,199.295207676165
2022,10466,1633,Bronx,Personal Crimes,75767,2155.29188168992
2022,10466,1882,Bronx,Property Crimes,75767,2483.93099898373
2022,10466,377,Bronx,Public Order Crimes,75767,497.5781012842
2022,10466,119,Bronx,Sex Crimes,75767,157.060461678567
2022,10466,117,Bronx,Vehicle & Traffic Offenses,75767,154.420790053717
2022,10466,576,Bronx,Violent Crimes,75767,760.225427956762
2022,10466,66,Bronx,Weapons Offenses,75767,87.1091636200457
2022,10466,83,Bronx,White-Collar Crimes,75767,109.54637243127
2022,10467,1,Bronx,,102209,0.978387421851305
2022,10467,140,Bronx,Drug & Alcohol Crimes,102209,136.974239059183
2022,10467,1,Bronx,Family & Children Offenses,102209,0.978387421851305
2022,10467,273,Bronx,Other Offenses,102209,267.099766165406
2022,10467,2152,Bronx,Personal Crimes,102209,2105.48973182401
2022,10467,2363,Bronx,Property Crimes,102209,2311.92947783463
2022,10467,425,Bronx,Public Order Crimes,102209,415.814654286804
2022,10467,122,Bronx,Sex Crimes,102209,119.363265465859
2022,10467,183,Bronx,Vehicle & Traffic Offenses,102209,179.044898198789
2022,10467,826,Bronx,Violent Crimes,102209,808.148010449178
2022,10467,104,Bronx,Weapons Offenses,102209,101.752291872536
2022,10467,162,Bronx,White-Collar Crimes,102209,158.498762339911
2022,10468,171,Bronx,Drug & Alcohol Crimes,82480,207.322987390883
2022,10468,3,Bronx,Family & Children Offenses,82480,3.6372453928225
2022,10468,132,Bronx,Other Offenses,82480,160.03879728419
2022,10468,1309,Bronx,Personal Crimes,82480,1587.05140640155
2022,10468,1765,Bronx,Property Crimes,82480,2139.91270611057
2022,10468,280,Bronx,Public Order Crimes,82480,339.476236663434
2022,10468,135,Bronx,Vehicle & Traffic Offenses,82480,163.676042677013
2022,10468,599,Bronx,Violent Crimes,82480,726.23666343356
2022,10468,65,Bronx,Weapons Offenses,82480,78.8069835111542
2022,10468,117,Bronx,White-Collar Crimes,82480,141.852570320078
2022,10469,24,Bronx,Drug & Alcohol Crimes,75290,31.876743259397
2022,10469,1,Bronx,Family & Children Offenses,75290,1.32819763580821
2022,10469,163,Bronx,Other Offenses,75290,216.496214636738
2022,10469,1078,Bronx,Personal Crimes,75290,1431.79705140125
2022,10469,1626,Bronx,Property Crimes,75290,2159.64935582415
2022,10469,235,Bronx,Public Order Crimes,75290,312.126444414929
2022,10469,93,Bronx,Vehicle & Traffic Offenses,75290,123.522380130163
2022,10469,370,Bronx,Violent Crimes,75290,491.433125249037
2022,10469,37,Bronx,Weapons Offenses,75290,49.1433125249037
2022,10469,55,Bronx,White-Collar Crimes,75290,73.0508699694515
2022,10470,7,Bronx,Drug & Alcohol Crimes,16446,42.5635412866351
2022,10470,39,Bronx,Other Offenses,16446,237.139730025538
2022,10470,360,Bronx,Personal Crimes,16446,2188.98212331266
2022,10470,410,Bronx,Property Crimes,16446,2493.0074182172
2022,10470,65,Bronx,Public Order Crimes,16446,395.232883375897
2022,10470,2,Bronx,Sex Crimes,16446,12.1610117961814
2022,10470,18,Bronx,Vehicle & Traffic Offenses,16446,109.449106165633
2022,10470,125,Bronx,Violent Crimes,16446,760.06323726134
2022,10470,10,Bronx,Weapons Offenses,16446,60.8050589809072
2022,10470,6,Bronx,White-Collar Crimes,16446,36.4830353885443
2022,10471,7,Bronx,Drug & Alcohol Crimes,23387,29.9311583358276
2022,10471,14,Bronx,Other Offenses,23387,59.8623166716552
2022,10471,288,Bronx,Personal Crimes,23387,1231.45337153119
2022,10471,510,Bronx,Property Crimes,23387,2180.69867875315
2022,10471,83,Bronx,Public Order Crimes,23387,354.89802026767
2022,10471,19,Bronx,Vehicle & Traffic Offenses,23387,81.2417154829606
2022,10471,76,Bronx,Violent Crimes,23387,324.966861931843
2022,10471,6,Bronx,Weapons Offenses,23387,25.6552785735665
2022,10471,19,Bronx,White-Collar Crimes,23387,81.2417154829606
2022,10472,89,Bronx,Drug & Alcohol Crimes,66720,133.393285371703
2022,10472,1,Bronx,Family & Children Offenses,66720,1.49880095923261
2022,10472,161,Bronx,Other Offenses,66720,241.306954436451
2022,10472,1575,Bronx,Personal Crimes,66720,2360.61151079137
2022,10472,1793,Bronx,Property Crimes,66720,2687.35011990408
2022,10472,265,Bronx,Public Order Crimes,66720,397.182254196643
2022,10472,1,Bronx,Sex Crimes,66720,1.49880095923261
2022,10472,140,Bronx,Vehicle & Traffic Offenses,66720,209.832134292566
2022,10472,735,Bronx,Violent Crimes,66720,1101.61870503597
2022,10472,69,Bronx,Weapons Offenses,66720,103.41726618705
2022,10472,177,Bronx,White-Collar Crimes,66720,265.287769784173
2022,10473,102,Bronx,Drug & Alcohol Crimes,60296,169.165450444474
2022,10473,142,Bronx,Other Offenses,60296,235.50484277564
2022,10473,1402,Bronx,Personal Crimes,60296,2325.19570120738
2022,10473,2000,Bronx,Property Crimes,60296,3316.96961655831
2022,10473,237,Bronx,Public Order Crimes,60296,393.06089956216
2022,10473,116,Bronx,Sex Crimes,60296,192.384237760382
2022,10473,120,Bronx,Vehicle & Traffic Offenses,60296,199.018176993499
2022,10473,505,Bronx,Violent Crimes,60296,837.534828180974
2022,10473,72,Bronx,Weapons Offenses,60296,119.410906196099
2022,10473,236,Bronx,White-Collar Crimes,60296,391.402414753881
2022,10474,28,Bronx,Drug & Alcohol Crimes,11312,247.524752475248
2022,10474,121,Bronx,Other Offenses,11312,1069.66053748232
2022,10474,501,Bronx,Personal Crimes,11312,4428.92503536068
2022,10474,569,Bronx,Property Crimes,11312,5030.05657708628
2022,10474,202,Bronx,Public Order Crimes,11312,1785.71428571429
2022,10474,33,Bronx,Vehicle & Traffic Offenses,11312,291.725601131542
2022,10474,303,Bronx,Violent Crimes,11312,2678.57142857143
2022,10474,31,Bronx,Weapons Offenses,11312,274.045261669024
2022,10474,20,Bronx,White-Collar Crimes,11312,176.803394625177
2022,10475,13,Bronx,Drug & Alcohol Crimes,44509,29.207575995866
2022,10475,40,Bronx,Other Offenses,44509,89.8694646026646
2022,10475,466,Bronx,Personal Crimes,44509,1046.97926262104
2022,10475,834,Bronx,Property Crimes,44509,1873.77833696556
2022,10475,97,Bronx,Public Order Crimes,44509,217.933451661462
2022,10475,27,Bronx,Vehicle & Traffic Offenses,44509,60.6618886067986
2022,10475,131,Bronx,Violent Crimes,44509,294.322496573727
2022,10475,14,Bronx,Weapons Offenses,44509,31.4543126109326
2022,10475,26,Bronx,White-Collar Crimes,44509,58.415151991732
2022,11370,2,Bronx,Personal Crimes,29780,6.71591672263264
2022,11370,1,Bronx,Property Crimes,29780,3.35795836131632
2022,11201,83,Brooklyn,Drug & Alcohol Crimes,68777,120.679878447737
2022,11201,1,Brooklyn,Family & Children Offenses,68777,1.45397443912936
2022,11201,180,Brooklyn,Other Offenses,68777,261.715399043285
2022,11201,1468,Brooklyn,Personal Crimes,68777,2134.4344766419
2022,11201,3431,Brooklyn,Property Crimes,68777,4988.58630065283
2022,11201,226,Brooklyn,Public Order Crimes,68777,328.598223243235
2022,11201,62,Brooklyn,Sex Crimes,68777,90.1464152260203
2022,11201,108,Brooklyn,Vehicle & Traffic Offenses,68777,157.029239425971
2022,11201,387,Brooklyn,Violent Crimes,68777,562.688107943062
2022,11201,66,Brooklyn,Weapons Offenses,68777,95.9623129825378
2022,11201,82,Brooklyn,White-Collar Crimes,68777,119.225904008608
2022,11203,52,Brooklyn,Drug & Alcohol Crimes,79499,65.4096277940603
2022,11203,209,Brooklyn,Other Offenses,79499,262.896388633819
2022,11203,1574,Brooklyn,Personal Crimes,79499,1979.8991182279
2022,11203,1502,Brooklyn,Property Crimes,79499,1889.33194128228
2022,11203,194,Brooklyn,Public Order Crimes,79499,244.028226770148
2022,11203,168,Brooklyn,Vehicle & Traffic Offenses,79499,211.323412873118
2022,11203,459,Brooklyn,Violent Crimes,79499,577.36575302834
2022,11203,85,Brooklyn,Weapons Offenses,79499,106.919583894137
2022,11203,87,Brooklyn,White-Collar Crimes,79499,109.435338809293
2022,11204,17,Brooklyn,Drug & Alcohol Crimes,82140,20.6963720477234
2022,11204,90,Brooklyn,Other Offenses,82140,109.569028487947
2022,11204,536,Brooklyn,Personal Crimes,82140,652.54443632822
2022,11204,1113,Brooklyn,Property Crimes,82140,1355.00365230095
2022,11204,65,Brooklyn,Public Order Crimes,82140,79.1331872412953
2022,11204,46,Brooklyn,Vehicle & Traffic Offenses,82140,56.0019478938398
2022,11204,99,Brooklyn,Violent Crimes,82140,120.525931336742
2022,11204,13,Brooklyn,Weapons Offenses,82140,15.8266374482591
2022,11204,35,Brooklyn,White-Collar Crimes,82140,42.6101777453129
2022,11205,56,Brooklyn,Drug & Alcohol Crimes,50681,110.495057319311
2022,11205,1,Brooklyn,Family & Children Offenses,50681,1.97312602355912
2022,11205,107,Brooklyn,Other Offenses,50681,211.124484520826
2022,11205,826,Brooklyn,Personal Crimes,50681,1629.80209545984
2022,11205,1122,Brooklyn,Property Crimes,50681,2213.84739843334
2022,11205,135,Brooklyn,Public Order Crimes,50681,266.372013180482
2022,11205,35,Brooklyn,Sex Crimes,50681,69.0594108245694
2022,11205,86,Brooklyn,Vehicle & Traffic Offenses,50681,169.688838026085
2022,11205,197,Brooklyn,Violent Crimes,50681,388.705826641148
2022,11205,39,Brooklyn,Weapons Offenses,50681,76.9519149188059
2022,11205,50,Brooklyn,White-Collar Crimes,50681,98.6563011779562
2022,11206,139,Brooklyn,Drug & Alcohol Crimes,90903,152.910244986414
2022,11206,1,Brooklyn,Family & Children Offenses,90903,1.10007370493823
2022,11206,326,Brooklyn,Other Offenses,90903,358.624027809863
2022,11206,1902,Brooklyn,Personal Crimes,90903,2092.34018679251
2022,11206,2735,Brooklyn,Property Crimes,90903,3008.70158300606
2022,11206,350,Brooklyn,Public Order Crimes,90903,385.025796728381
2022,11206,1,Brooklyn,Sex Crimes,90903,1.10007370493823
2022,11206,123,Brooklyn,Vehicle & Traffic Offenses,90903,135.309065707402
2022,11206,527,Brooklyn,Violent Crimes,90903,579.738842502448
2022,11206,128,Brooklyn,Weapons Offenses,90903,140.809434232094
2022,11206,87,Brooklyn,White-Collar Crimes,90903,95.7064123296261
2022,11207,132,Brooklyn,Drug & Alcohol Crimes,97690,135.121302078002
2022,11207,1,Brooklyn,Family & Children Offenses,97690,1.02364622786365
2022,11207,433,Brooklyn,Other Offenses,97690,443.238816664961
2022,11207,2478,Brooklyn,Personal Crimes,97690,2536.59535264613
2022,11207,3273,Brooklyn,Property Crimes,97690,3350.39410379773
2022,11207,545,Brooklyn,Public Order Crimes,97690,557.88719418569
2022,11207,6,Brooklyn,Sex Crimes,97690,6.1418773671819
2022,11207,316,Brooklyn,Vehicle & Traffic Offenses,97690,323.472208004913
2022,11207,915,Brooklyn,Violent Crimes,97690,936.63629849524
2022,11207,190,Brooklyn,Weapons Offenses,97690,194.492783294094
2022,11207,160,Brooklyn,White-Collar Crimes,97690,163.783396458184
2022,11208,3,Brooklyn,,107724,2.78489473097917
2022,11208,106,Brooklyn,Drug & Alcohol Crimes,107724,98.3996138279306
2022,11208,2,Brooklyn,Family & Children Offenses,107724,1.85659648731945
2022,11208,356,Brooklyn,Other Offenses,107724,330.474174742861
2022,11208,2080,Brooklyn,Personal Crimes,107724,1930.86034681222
2022,11208,2769,Brooklyn,Property Crimes,107724,2570.45783669377
2022,11208,489,Brooklyn,Public Order Crimes,107724,453.937841149605
2022,11208,157,Brooklyn,Sex Crimes,107724,145.742824254577
2022,11208,240,Brooklyn,Vehicle & Traffic Offenses,107724,222.791578478333
2022,11208,956,Brooklyn,Violent Crimes,107724,887.453120938695
2022,11208,141,Brooklyn,Weapons Offenses,107724,130.890052356021
2022,11208,154,Brooklyn,White-Collar Crimes,107724,142.957929523597
2022,11209,35,Brooklyn,Drug & Alcohol Crimes,72938,47.9859606789328
2022,11209,102,Brooklyn,Other Offenses,72938,139.84479969289
2022,11209,579,Brooklyn,Personal Crimes,72938,793.824892374345
2022,11209,1738,Brooklyn,Property Crimes,72938,2382.84570457101
2022,11209,104,Brooklyn,Public Order Crimes,72938,142.586854588829
2022,11209,2,Brooklyn,Sex Crimes,72938,2.74205489593902
2022,11209,71,Brooklyn,Vehicle & Traffic Offenses,72938,97.3429488058351
2022,11209,78,Brooklyn,Violent Crimes,72938,106.940140941622
2022,11209,26,Brooklyn,Weapons Offenses,72938,35.6467136472072
2022,11209,86,Brooklyn,White-Collar Crimes,72938,117.908360525378
2022,11210,22,Brooklyn,Drug & Alcohol Crimes,65854,33.4072341847116
2022,11210,150,Brooklyn,Other Offenses,65854,227.776596713943
2022,11210,811,Brooklyn,Personal Crimes,65854,1231.51213290005
2022,11210,1388,Brooklyn,Property Crimes,65854,2107.69277492635
2022,11210,151,Brooklyn,Public Order Crimes,65854,229.295107358703
2022,11210,43,Brooklyn,Sex Crimes,65854,65.2959577246637
2022,11210,113,Brooklyn,Vehicle & Traffic Offenses,65854,171.591702857837
2022,11210,219,Brooklyn,Violent Crimes,65854,332.553831202357
2022,11210,46,Brooklyn,Weapons Offenses,65854,69.8514896589425
2022,11210,78,Brooklyn,White-Collar Crimes,65854,118.44383029125
2022,11211,116,Brooklyn,Drug & Alcohol Crimes,65925,175.957527493364
2022,11211,1,Brooklyn,Family & Children Offenses,65925,1.51687523701176
2022,11211,137,Brooklyn,Other Offenses,65925,207.811907470611
2022,11211,788,Brooklyn,Personal Crimes,65925,1195.29768676526
2022,11211,1803,Brooklyn,Property Crimes,65925,2734.9260523322
2022,11211,136,Brooklyn,Public Order Crimes,65925,206.295032233599
2022,11211,63,Brooklyn,Sex Crimes,65925,95.5631399317406
2022,11211,114,Brooklyn,Vehicle & Traffic Offenses,65925,172.92377701934
2022,11211,252,Brooklyn,Violent Crimes,65925,382.252559726962
2022,11211,54,Brooklyn,Weapons Offenses,65925,81.9112627986348
2022,11211,107,Brooklyn,White-Collar Crimes,65925,162.305650360258
2022,11212,1,Brooklyn,,78296,1.27720445488914
2022,11212,150,Brooklyn,Drug & Alcohol Crimes,78296,191.580668233371
2022,11212,503,Brooklyn,Other Offenses,78296,642.433840809237
2022,11212,2646,Brooklyn,Personal Crimes,78296,3379.48298763666
2022,11212,2179,Brooklyn,Property Crimes,78296,2783.02850720343
2022,11212,404,Brooklyn,Public Order Crimes,78296,515.990599775212
2022,11212,192,Brooklyn,Vehicle & Traffic Offenses,78296,245.223255338715
2022,11212,897,Brooklyn,Violent Crimes,78296,1145.65239603556
2022,11212,193,Brooklyn,Weapons Offenses,78296,246.500459793604
2022,11212,117,Brooklyn,White-Collar Crimes,78296,149.432921222029
2022,11213,3,Brooklyn,,69392,4.32326492967489
2022,11213,102,Brooklyn,Drug & Alcohol Crimes,69392,146.991007608946
2022,11213,237,Brooklyn,Other Offenses,69392,341.537929444316
2022,11213,1592,Brooklyn,Personal Crimes,69392,2294.21258934748
2022,11213,1688,Brooklyn,Property Crimes,69392,2432.55706709707
2022,11213,251,Brooklyn,Public Order Crimes,69392,361.713165782799
2022,11213,95,Brooklyn,Sex Crimes,69392,136.903389439705
2022,11213,175,Brooklyn,Vehicle & Traffic Offenses,69392,252.190454231035
2022,11213,485,Brooklyn,Violent Crimes,69392,698.927830297441
2022,11213,129,Brooklyn,Weapons Offenses,69392,185.90039197602
2022,11213,91,Brooklyn,White-Collar Crimes,69392,131.139036200138
2022,11214,66,Brooklyn,Drug & Alcohol Crimes,95361,69.2106836127977
2022,11214,2,Brooklyn,Family & Children Offenses,95361,2.09729344281205
2022,11214,138,Brooklyn,Other Offenses,95361,144.713247554032
2022,11214,986,Brooklyn,Personal Crimes,95361,1033.96566730634
2022,11214,1918,Brooklyn,Property Crimes,95361,2011.30441165676
2022,11214,111,Brooklyn,Public Order Crimes,95361,116.399786076069
2022,11214,76,Brooklyn,Sex Crimes,95361,79.6971508268579
2022,11214,70,Brooklyn,Vehicle & Traffic Offenses,95361,73.4052704984218
2022,11214,186,Brooklyn,Violent Crimes,95361,195.048290181521
2022,11214,13,Brooklyn,Weapons Offenses,95361,13.6324073782783
2022,11214,70,Brooklyn,White-Collar Crimes,95361,73.4052704984218
2022,11215,19,Brooklyn,Drug & Alcohol Crimes,73419,25.8788596957191
2022,11215,89,Brooklyn,Other Offenses,73419,121.222026995737
2022,11215,568,Brooklyn,Personal Crimes,73419,773.641700377287
2022,11215,1459,Brooklyn,Property Crimes,73419,1987.2240155818
2022,11215,115,Brooklyn,Public Order Crimes,73419,156.635203421458
2022,11215,2,Brooklyn,Sex Crimes,73419,2.72409049428622
2022,11215,64,Brooklyn,Vehicle & Traffic Offenses,73419,87.1708958171591
2022,11215,165,Brooklyn,Violent Crimes,73419,224.737465778613
2022,11215,12,Brooklyn,Weapons Offenses,73419,16.3445429657173
2022,11215,32,Brooklyn,White-Collar Crimes,73419,43.5854479085795
2022,11216,1,Brooklyn,,62210,1.60745860794085
2022,11216,94,Brooklyn,Drug & Alcohol Crimes,62210,151.101109146439
2022,11216,2,Brooklyn,Family & Children Offenses,62210,3.21491721588169
2022,11216,162,Brooklyn,Other Offenses,62210,260.408294486417
2022,11216,1036,Brooklyn,Personal Crimes,62210,1665.32711782672
2022,11216,1511,Brooklyn,Property Crimes,62210,2428.86995659862
2022,11216,197,Brooklyn,Public Order Crimes,62210,316.669345764347
2022,11216,1,Brooklyn,Sex Crimes,62210,1.60745860794085
2022,11216,77,Brooklyn,Vehicle & Traffic Offenses,62210,123.774312811445
